Q(a1),Q(a2),epsilon
-4.993951002336982,12.043773506907659,0.0
2.1116066075885787,2.071699891447179,0.1
-1.630268926059399,4.079733241345764,0.2
9.708509751337655,1.547237185445848,0.5
